LineId,Date,Time,Level,Component,Content,EventTemplate,EventId
528,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 23 took 11 ms,Reading broadcast variable <*> <*> <*> <*>,dcc10cb2
529,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)","Block broadcast_23 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",3e48da2c
530,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block rdd_2_0 <*>,d6c4ce62
531,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block rdd_2_4 <*>,98eea7de
532,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block rdd_2_3 <*>,d7a48572
533,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block rdd_2_2 <*>,b7b5ddc6
534,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block rdd_2_1 <*>,24ae345e
535,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
536,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -93, init = 133, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
537,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
538,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -82, init = 120, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
539,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -92, init = 133, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
540,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
541,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
542,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
543,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
544,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
545,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 612,Got assigned task <*>,9ba7fdc2
546,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 15.0 (TID 612),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
547,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 626,Got assigned task <*>,9ba7fdc2
548,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 15.0 (TID 626),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
549,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 636,Got assigned task <*>,9ba7fdc2
550,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 15.0 (TID 636),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
551,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 638,Got assigned task <*>,9ba7fdc2
552,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 15.0 (TID 638),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
553,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 639,Got assigned task <*>,9ba7fdc2
554,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 15.0 (TID 639),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
555,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 24,Started reading broadcast variable <*>,6c90e140
556,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)","Block broadcast_24_piece0 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",ad0ba78e
557,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 24 took 10 ms,Reading broadcast variable <*> <*> <*> <*>,dcc10cb2
558,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)","Block broadcast_24 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",cf31339e
559,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_1 not found, computing it","Partition rdd_21_1 not <*>, <*> <*>",5a27b9ce
560,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_4 not found, computing it","Partition rdd_21_4 not <*>, <*> <*>",3e4a8a30
561,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_3 not found, computing it","Partition rdd_21_3 not <*>, <*> <*>",35951cff
562,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_2 not found, computing it","Partition rdd_21_2 not <*>, <*> <*>",bbac3409
563,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_0 not found, computing it","Partition rdd_21_0 not <*>, <*> <*>",d63e045d
564,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block rdd_2_1 <*>,24ae345e
565,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block rdd_2_4 <*>,98eea7de
566,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block rdd_2_3 <*>,d7a48572
567,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block rdd_2_2 <*>,b7b5ddc6
568,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block rdd_2_0 <*>,d6c4ce62
569,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
570,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
571,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -98, init = 139, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
572,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -99, init = 139, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
573,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
574,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)","Block rdd_21_1 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",714b828e
575,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)","Block rdd_21_4 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",4ad3731d
576,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)","Block rdd_21_3 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",019d3e7a
577,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)","Block rdd_21_2 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",6000512b
578,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)","Block rdd_21_0 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",dfaaa873
579,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0","Times: total = <*>, <*> = <*>, <*> = <*>, <*> = <*>",bd5e2d5d
580,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = 20, init = 19, finish = 0","Times: total = <*>, <*> = <*>, <*> = <*>, <*> = <*>",bd5e2d5d
581,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0","Times: total = <*>, <*> = <*>, <*> = <*>, <*> = <*>",bd5e2d5d
582,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = 17, init = 23, finish = 0","Times: total = <*>, <*> = <*>, <*> = <*>, <*> = <*>",bd5e2d5d
583,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
584,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = 18, init = 24, finish = 0","Times: total = <*>, <*> = <*>, <*> = <*>, <*> = <*>",bd5e2d5d
585,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
586,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
587,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
588,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
589,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 643,Got assigned task <*>,9ba7fdc2
590,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 16.0 (TID 643),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
591,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 657,Got assigned task <*>,9ba7fdc2
592,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 16.0 (TID 657),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
593,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 671,Got assigned task <*>,9ba7fdc2
594,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 16.0 (TID 671),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
595,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 678,Got assigned task <*>,9ba7fdc2
596,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 25,Started reading broadcast variable <*>,6c90e140
597,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 16.0 (TID 678),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
598,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 679,Got assigned task <*>,9ba7fdc2
599,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 16.0 (TID 679),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
600,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)","Block broadcast_25_piece0 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",11fd1c23
601,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 25 took 11 ms,Reading broadcast variable <*> <*> <*> <*>,dcc10cb2
602,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)","Block broadcast_25 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",fff2e6a4
603,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_0 locally,Found block rdd_21_0 <*>,c8e3b89a
604,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_4 locally,Found block rdd_21_4 <*>,c73844f4
605,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_3 locally,Found block rdd_21_3 <*>,8f8b7106
606,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_2 locally,Found block rdd_21_2 <*>,58c1dcae
607,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_1 locally,Found block rdd_21_1 <*>,d095a614
608,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -104, init = 143, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
609,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -104, init = 145, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
610,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
611,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
612,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 43, boot = -104, init = 146, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
613,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
614,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
615,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
616,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
617,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
618,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 692,Got assigned task <*>,9ba7fdc2
619,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 17.0 (TID 692),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
620,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 706,Got assigned task <*>,9ba7fdc2
621,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 17.0 (TID 706),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
622,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 716,Got assigned task <*>,9ba7fdc2
623,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 17.0 (TID 716),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
624,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 718,Got assigned task <*>,9ba7fdc2
625,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 26,Started reading broadcast variable <*>,6c90e140
626,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 17.0 (TID 718),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
627,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 719,Got assigned task <*>,9ba7fdc2
628,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 17.0 (TID 719),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
629,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)","Block broadcast_26_piece0 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",aed6b622
630,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 26 took 10 ms,Reading broadcast variable <*> <*> <*> <*>,dcc10cb2
631,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)","Block broadcast_26 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",367df215
632,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block rdd_2_0 <*>,d6c4ce62
633,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block rdd_2_4 <*>,98eea7de
634,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block rdd_2_3 <*>,d7a48572
635,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block rdd_2_2 <*>,b7b5ddc6
636,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block rdd_2_1 <*>,24ae345e
637,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -69, init = 110, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
638,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -71, init = 110, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
639,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -73, init = 111, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
640,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 44, boot = -72, init = 115, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
641,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -71, init = 112, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
642,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
643,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
644,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
645,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
646,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
647,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 722,Got assigned task <*>,9ba7fdc2
648,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 18.0 (TID 722),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
649,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 736,Got assigned task <*>,9ba7fdc2
650,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 18.0 (TID 736),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
651,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 750,Got assigned task <*>,9ba7fdc2
652,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 18.0 (TID 750),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
653,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 758,Got assigned task <*>,9ba7fdc2
654,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 18.0 (TID 758),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
655,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 27,Started reading broadcast variable <*>,6c90e140
656,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 759,Got assigned task <*>,9ba7fdc2
657,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 18.0 (TID 759),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
658,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27_piece0 stored as bytes in memory (estimated size 5.4 KB, free 395.0 KB)","Block broadcast_27_piece0 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",6b6381ce
659,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 27 took 10 ms,Reading broadcast variable <*> <*> <*> <*>,dcc10cb2
660,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27 stored as values in memory (estimated size 9.2 KB, free 404.2 KB)","Block broadcast_27 stored <*> <*> <*> <*> (<*> <*> <*>.<*> <*>, <*> <*>.<*> <*>)",52bb7209
661,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,Found block rdd_2_0 <*>,d6c4ce62
662,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,Found block rdd_2_4 <*>,98eea7de
663,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,Found block rdd_2_3 <*>,d7a48572
664,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,Found block rdd_2_2 <*>,b7b5ddc6
665,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,Found block rdd_2_1 <*>,24ae345e
666,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 38, boot = -77, init = 115, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
667,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -76, init = 115, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
668,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -75, init = 115, finish = 0","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
669,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -74, init = 115, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
670,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
671,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
672,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
673,17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
674,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -74, init = 115, finish = 1","Times: total = <*>, <*> = -<*>, <*> = <*>, <*> = <*>",cf66d65a
675,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,Finished task <*>.<*> <*> <*> <*>.<*> (<*> <*>). <*> <*> <*> <*> <*> <*>,db2b4a25
676,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 762,Got assigned task <*>,9ba7fdc2
677,17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 19.0 (TID 762),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
678,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 776,Got assigned task <*>,9ba7fdc2
679,17/06/09,20:10:56,INFO,executor.Executor,Running task 1.0 in stage 19.0 (TID 776),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
680,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 789,Got assigned task <*>,9ba7fdc2
681,17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 19.0 (TID 789),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
682,17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 798,Got assigned task <*>,9ba7fdc2
683,17/06/09,20:10:56,INFO,executor.Executor,Running task 3.0 in stage 19.0 (TID 798),Running task <*>.<*> <*> <*> <*>.<*> (<*> <*>),9bd3ad52
