LineId,Month,Date,Time,Level,Component,PID,Content,EventTemplate,EventId
387,Jun,27,08:05:39,combo,sshd(pam_unix),8661,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>-<*>.<*>  <*>=<*>,4ced7da6
388,Jun,28,04:03:15,combo,su(pam_unix),10735,session opened for user cyrus by (uid=0),session opened for user cyrus by (uid=<*>),1a7c474c
389,Jun,28,04:03:16,combo,su(pam_unix),10735,session closed for user cyrus,session closed for user cyrus,fe6f65a7
390,Jun,28,04:03:17,combo,logrotate,,ALERT exited abnormally with [1],ALERT exited abnormally with [<*>],64042dcf
391,Jun,28,04:09:00,combo,su(pam_unix),11106,session opened for user news by (uid=0),session opened for user news by (uid=<*>),b258ebc6
392,Jun,28,04:09:01,combo,su(pam_unix),11106,session closed for user news,session closed for user news,70fd00b7
393,Jun,28,08:10:24,combo,sshd(pam_unix),11513,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
394,Jun,28,08:10:24,combo,sshd(pam_unix),11517,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
395,Jun,28,08:10:24,combo,sshd(pam_unix),11521,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
396,Jun,28,08:10:24,combo,sshd(pam_unix),11510,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
397,Jun,28,08:10:25,combo,sshd(pam_unix),11519,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
398,Jun,28,08:10:26,combo,sshd(pam_unix),11514,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
399,Jun,28,08:10:28,combo,sshd(pam_unix),11512,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
400,Jun,28,08:10:29,combo,sshd(pam_unix),11509,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
401,Jun,28,08:10:30,combo,sshd(pam_unix),11515,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>  <*>=<*>,199eba27
402,Jun,28,20:58:46,combo,sshd(pam_unix),12665,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
403,Jun,28,20:58:46,combo,sshd(pam_unix),12666,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
404,Jun,28,20:58:47,combo,sshd(pam_unix),12669,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
405,Jun,28,20:58:50,combo,sshd(pam_unix),12671,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
406,Jun,28,20:58:52,combo,sshd(pam_unix),12673,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
407,Jun,28,20:58:53,combo,sshd(pam_unix),12675,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
408,Jun,28,20:58:53,combo,sshd(pam_unix),12677,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
409,Jun,28,20:58:55,combo,sshd(pam_unix),12679,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
410,Jun,28,20:58:55,combo,sshd(pam_unix),12681,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
411,Jun,28,20:58:55,combo,sshd(pam_unix),12680,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>.<*>  <*>=<*>,87171792
412,Jun,28,21:42:46,combo,sshd(pam_unix),12756,check pass; user unknown,check pass; user unknown,b780997e
413,Jun,28,21:42:46,combo,sshd(pam_unix),12756,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>,1f72f211
414,Jun,28,21:42:46,combo,sshd(pam_unix),12753,check pass; user unknown,check pass; user unknown,b780997e
415,Jun,28,21:42:46,combo,sshd(pam_unix),12753,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>,1f72f211
416,Jun,28,21:42:46,combo,sshd(pam_unix),12752,check pass; user unknown,check pass; user unknown,b780997e
417,Jun,28,21:42:46,combo,sshd(pam_unix),12752,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>,1f72f211
418,Jun,28,21:42:46,combo,sshd(pam_unix),12755,check pass; user unknown,check pass; user unknown,b780997e
419,Jun,28,21:42:46,combo,sshd(pam_unix),12755,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>,1f72f211
420,Jun,28,21:42:46,combo,sshd(pam_unix),12754,check pass; user unknown,check pass; user unknown,b780997e
421,Jun,28,21:42:46,combo,sshd(pam_unix),12754,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>,1f72f211
422,Jun,29,03:22:22,combo,ftpd,13262,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
423,Jun,29,03:22:22,combo,ftpd,13257,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
424,Jun,29,03:22:22,combo,ftpd,13261,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
425,Jun,29,03:22:22,combo,ftpd,13250,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
426,Jun,29,03:22:22,combo,ftpd,13252,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
427,Jun,29,03:22:22,combo,ftpd,13260,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
428,Jun,29,03:22:22,combo,ftpd,13259,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
429,Jun,29,03:22:22,combo,ftpd,13256,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
430,Jun,29,03:22:22,combo,ftpd,13258,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
431,Jun,29,03:22:22,combo,ftpd,13255,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
432,Jun,29,03:22:22,combo,ftpd,13254,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
433,Jun,29,03:22:22,combo,ftpd,13264,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
434,Jun,29,03:22:22,combo,ftpd,13251,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
435,Jun,29,03:22:22,combo,ftpd,13263,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
436,Jun,29,03:22:22,combo,ftpd,13245,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
437,Jun,29,03:22:22,combo,ftpd,13246,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
438,Jun,29,03:22:22,combo,ftpd,13244,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
439,Jun,29,03:22:22,combo,ftpd,13243,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
440,Jun,29,03:22:22,combo,ftpd,13249,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
441,Jun,29,03:22:22,combo,ftpd,13253,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
442,Jun,29,03:22:22,combo,ftpd,13247,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
443,Jun,29,03:22:22,combo,ftpd,13248,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
444,Jun,29,03:22:23,combo,ftpd,13265,connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
445,Jun,29,04:03:10,combo,su(pam_unix),13665,session opened for user cyrus by (uid=0),session opened for user cyrus by (uid=<*>),1a7c474c
446,Jun,29,04:03:11,combo,su(pam_unix),13665,session closed for user cyrus,session closed for user cyrus,fe6f65a7
447,Jun,29,04:03:12,combo,logrotate,,ALERT exited abnormally with [1],ALERT exited abnormally with [<*>],64042dcf
448,Jun,29,04:09:29,combo,su(pam_unix),14891,session opened for user news by (uid=0),session opened for user news by (uid=<*>),b258ebc6
449,Jun,29,04:09:30,combo,su(pam_unix),14891,session closed for user news,session closed for user news,70fd00b7
450,Jun,29,10:08:19,combo,sshd(pam_unix),15481,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
451,Jun,29,10:08:19,combo,sshd(pam_unix),15477,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
452,Jun,29,10:08:19,combo,sshd(pam_unix),15479,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
453,Jun,29,10:08:19,combo,sshd(pam_unix),15478,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
454,Jun,29,10:08:19,combo,sshd(pam_unix),15480,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
455,Jun,29,10:08:19,combo,sshd(pam_unix),15476,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
456,Jun,29,10:08:19,combo,sshd(pam_unix),15488,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
457,Jun,29,10:08:20,combo,sshd(pam_unix),15490,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
458,Jun,29,10:08:20,combo,sshd(pam_unix),15491,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
459,Jun,29,10:08:20,combo,sshd(pam_unix),15492,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
460,Jun,29,10:48:01,combo,ftpd,15547,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
461,Jun,29,10:48:01,combo,ftpd,15543,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
462,Jun,29,10:48:01,combo,ftpd,15546,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
463,Jun,29,10:48:01,combo,ftpd,15542,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
464,Jun,29,10:48:01,combo,ftpd,15544,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
465,Jun,29,10:48:01,combo,ftpd,15545,connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
466,Jun,29,10:48:05,combo,ftpd,15548,connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
467,Jun,29,10:48:06,combo,ftpd,15549,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
468,Jun,29,10:48:06,combo,ftpd,15550,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
469,Jun,29,10:48:06,combo,ftpd,15551,connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
470,Jun,29,10:48:08,combo,ftpd,15552,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
471,Jun,29,10:48:08,combo,ftpd,15553,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
472,Jun,29,10:48:08,combo,ftpd,15554,connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
473,Jun,29,10:48:10,combo,ftpd,15555,connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
474,Jun,29,10:48:12,combo,ftpd,15556,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
475,Jun,29,10:48:12,combo,ftpd,15557,connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
476,Jun,29,10:48:13,combo,ftpd,15558,connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
477,Jun,29,10:48:15,combo,ftpd,15559,connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
478,Jun,29,10:48:17,combo,ftpd,15560,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
479,Jun,29,10:48:17,combo,ftpd,15561,connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
480,Jun,29,10:48:18,combo,ftpd,15562,connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
481,Jun,29,10:48:20,combo,ftpd,15563,connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
482,Jun,29,10:48:21,combo,ftpd,15564,connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
483,Jun,29,12:11:53,combo,sshd(pam_unix),15692,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
484,Jun,29,12:11:55,combo,sshd(pam_unix),15694,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
485,Jun,29,12:11:57,combo,sshd(pam_unix),15696,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
486,Jun,29,12:11:59,combo,sshd(pam_unix),15698,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
487,Jun,29,12:11:59,combo,sshd(pam_unix),15700,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
488,Jun,29,12:12:01,combo,sshd(pam_unix),15702,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
489,Jun,29,12:12:02,combo,sshd(pam_unix),15704,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
490,Jun,29,12:12:03,combo,sshd(pam_unix),15706,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
491,Jun,29,12:12:03,combo,sshd(pam_unix),15708,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
492,Jun,29,12:12:05,combo,sshd(pam_unix),15710,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
493,Jun,29,12:12:05,combo,sshd(pam_unix),15712,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
494,Jun,29,12:12:06,combo,sshd(pam_unix),15714,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
495,Jun,29,12:12:10,combo,sshd(pam_unix),15716,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>-<*>-<*>-<*>.<*>.<*>  <*>=<*>,baa7119c
496,Jun,29,14:44:35,combo,ftpd,15917,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
497,Jun,29,14:44:35,combo,ftpd,15922,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
498,Jun,29,14:44:35,combo,ftpd,15918,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
499,Jun,29,14:44:35,combo,ftpd,15919,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
500,Jun,29,14:44:35,combo,ftpd,15923,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
501,Jun,29,14:44:35,combo,ftpd,15920,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
502,Jun,29,14:44:35,combo,ftpd,15921,connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
503,Jun,30,04:03:41,combo,su(pam_unix),17407,session opened for user cyrus by (uid=0),session opened for user cyrus by (uid=<*>),1a7c474c
504,Jun,30,04:03:42,combo,su(pam_unix),17407,session closed for user cyrus,session closed for user cyrus,fe6f65a7
505,Jun,30,04:03:43,combo,logrotate,,ALERT exited abnormally with [1],ALERT exited abnormally with [<*>],64042dcf
506,Jun,30,04:09:30,combo,su(pam_unix),17778,session opened for user news by (uid=0),session opened for user news by (uid=<*>),b258ebc6
507,Jun,30,04:09:31,combo,su(pam_unix),17778,session closed for user news,session closed for user news,70fd00b7
508,Jun,30,12:48:38,combo,sshd(pam_unix),18559,check pass; user unknown,check pass; user unknown,b780997e
509,Jun,30,12:48:38,combo,sshd(pam_unix),18559,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>.<*>,59253b0c
510,Jun,30,12:48:41,combo,sshd(pam_unix),18557,check pass; user unknown,check pass; user unknown,b780997e
