LineId,Date,Time,Level,Process,Component,Content,EventTemplate,EventId
253,2015-10-18,"18:02:32,715",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
254,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
255,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
256,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
257,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
258,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
259,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
260,2015-10-18,"18:02:35,231",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
261,2015-10-18,"18:02:35,809",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
262,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
263,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
264,2015-10-18,"18:02:36,215",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
265,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
266,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
267,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
268,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
269,2015-10-18,"18:02:38,762",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
270,2015-10-18,"18:02:39,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
271,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
272,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
273,2015-10-18,"18:02:39,622",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
274,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
275,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
276,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
277,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
278,2015-10-18,"18:02:42,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
279,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
280,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
281,2015-10-18,"18:02:43,060",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
282,2015-10-18,"18:02:43,263",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
283,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
284,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
285,2015-10-18,"18:02:44,419",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
286,2015-10-18,"18:02:44,419",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
287,2015-10-18,"18:02:45,450",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
288,2015-10-18,"18:02:45,450",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
289,2015-10-18,"18:02:45,841",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
290,2015-10-18,"18:02:46,482",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
291,2015-10-18,"18:02:46,482",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
292,2015-10-18,"18:02:46,575",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
293,2015-10-18,"18:02:46,685",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
294,2015-10-18,"18:02:47,497",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,<*> <*> <*> <*>,0ce98313
295,2015-10-18,"18:02:47,497",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000005 to attempt_1445144423722_0020_m_000003_0,Assigned container container_1445144423722_0020_01_000005 to attempt_1445144423722_0020_m_000003_0,09d79c2f
296,2015-10-18,"18:02:47,497",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
297,2015-10-18,"18:02:47,513",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
298,2015-10-18,"18:02:47,513",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:6 ScheduledReds:0 AssignedMaps:4 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:4 ContRel:0 HostLocal:1 RackLocal:3,After Scheduling: PendingReds:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*>,e960d281
299,2015-10-18,"18:02:47,513",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,<*> <*>-<*>-<*>.fareast.corp.microsoft.com to /default-rack,5d3c5601
300,2015-10-18,"18:02:47,513",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,4fc221df
301,2015-10-18,"18:02:47,685",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000005 taskAttempt attempt_1445144423722_0020_m_000003_0,<*> <*> <*> <*>: <*> for container container_1445144423722_0020_01_000005 taskAttempt attempt_1445144423722_0020_m_000003_0,7c7b7b9b
302,2015-10-18,"18:02:47,685",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445144423722_0020_m_000003_0,Launching attempt_1445144423722_0020_m_000003_0,bf3cd621
303,2015-10-18,"18:02:47,685",INFO,ContainerLauncher #3,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MSRA-SA-41.fareast.corp.microsoft.com:7109,Opening proxy : MSRA-SA-<*>.fareast.corp.<*>.<*>:<*>,9275a554
304,2015-10-18,"18:02:47,841",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000003_0 : 13562,Shuffle port returned by <*> for attempt_1445144423722_0020_m_000003_0 : <*>,eb8a23d7
305,2015-10-18,"18:02:47,841",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000003_0] using containerId: [container_1445144423722_0020_01_000005 on NM: [MSRA-SA-41.fareast.corp.microsoft.com:7109],<*>: [attempt_1445144423722_0020_m_000003_0] using containerId: [container_1445144423722_0020_01_000005 on NM: [MSRA-SA-<*>.<*>.<*>.<*>.<*>:<*>],5d6c0b68
306,2015-10-18,"18:02:47,841",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,83bdd356
307,2015-10-18,"18:02:47,841",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445144423722_0020_m_000003,ATTEMPT_START <*>,e215e532
308,2015-10-18,"18:02:47,841",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000003 Task Transitioned from SCHEDULED to RUNNING,task_1445144423722_0020_m_000003 Task Transitioned from SCHEDULED to RUNNING,9175c310
309,2015-10-18,"18:02:48,529",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4","getResources(<*>) for application_1445144423722_0020: ask=<*> <*>= <*> <*>=<*> <*>=<*> <*>=<<*>:<*>, <*>:-<*>> <*>=<*>",73bc8979
310,2015-10-18,"18:02:48,544",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
311,2015-10-18,"18:02:48,544",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
312,2015-10-18,"18:02:49,372",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
313,2015-10-18,"18:02:49,576",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
314,2015-10-18,"18:02:49,576",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
315,2015-10-18,"18:02:49,997",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
316,2015-10-18,"18:02:50,216",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
317,2015-10-18,"18:02:50,513",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),Auth <*> for job_1445144423722_0020 (auth:SIMPLE),0c898477
318,2015-10-18,"18:02:50,560",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000005 asked for a task,JVM with ID : jvm_1445144423722_0020_m_000005 asked for a task,14dd0c74
319,2015-10-18,"18:02:50,560",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000005 given task: attempt_1445144423722_0020_m_000003_0,JVM with ID: jvm_1445144423722_0020_m_000005 given task: attempt_1445144423722_0020_m_000003_0,1d9dbb74
320,2015-10-18,"18:02:50,622",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
321,2015-10-18,"18:02:50,622",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
322,2015-10-18,"18:02:51,654",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
323,2015-10-18,"18:02:51,654",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
324,2015-10-18,"18:02:52,716",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
325,2015-10-18,"18:02:52,716",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
326,2015-10-18,"18:02:52,841",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
327,2015-10-18,"18:02:53,513",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
328,2015-10-18,"18:02:53,685",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
329,2015-10-18,"18:02:53,795",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
330,2015-10-18,"18:02:53,795",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
331,2015-10-18,"18:02:54,826",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
332,2015-10-18,"18:02:54,826",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
333,2015-10-18,"18:02:55,857",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
334,2015-10-18,"18:02:55,857",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
335,2015-10-18,"18:02:56,185",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
336,2015-10-18,"18:02:56,951",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
337,2015-10-18,"18:02:56,951",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
338,2015-10-18,"18:02:57,060",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.10875365,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
339,2015-10-18,"18:02:57,139",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : <*>.<*>,06966e8c
340,2015-10-18,"18:02:57,639",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.106493875,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : <*>.<*>,af780718
341,2015-10-18,"18:02:58,014",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
342,2015-10-18,"18:02:58,014",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
343,2015-10-18,"18:02:59,061",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
344,2015-10-18,"18:02:59,061",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
345,2015-10-18,"18:02:59,654",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : <*>.<*>,84f76293
346,2015-10-18,"18:03:00,123",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","<*> <*>, <*>=<<*>:<*>, <*>:-<*>>",f350e669
347,2015-10-18,"18:03:00,123",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Reduce slow <*> <*> not met. completedMapsForReduceSlowstart <*>,14b068b3
348,2015-10-18,"18:03:00,248",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.14981231,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : <*>.<*>,c9217f2c
