LineId,Month,Date,Time,User,Component,PID,Address,Content,EventTemplate,EventId
521,Jul,3,14:47:59,calvisitor-10-105-160-237,kernel,0,,"RTC: Maintenance 2017/7/3 21:47:58, sleep 2017/7/3 21:35:20","RTC: Maintenance <*> <*>:<*>:<*>, <*> <*> <*>:<*>:<*>",3f87b1f3
522,Jul,3,14:48:22,calvisitor-10-105-160-237,kernel,0,,Sandbox: com.apple.Addres(33508) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*>(<*>) <*>(<*>) <*>-<*> <*>,d8666fb2
523,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682466.260119: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,ARPT: <*>.<*>: <*>: <*>: <*>-<*> <*> <*> on.,25a2230b
524,Jul,3,15:01:36,calvisitor-10-105-160-237,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 22:01:36 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),UABestAppSuggestionManager-[notifyBestAppChanged type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:null:] (UASuggestedActionType) <*>=<*> (<*>)/(<*>) <*>=(when) <*>=<*>-<*>-<*> <*>:<*>:<*> +<*> <*>=<*> <*>=(<*>)/(<*>) (<*>.<*> #,53ed4d3d
525,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682468.243050: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,ARPT: <*>.<*>: <*>::<*>: <*> Wake - Full Wake/ Dark Wake / Maintenance <*>,3b13c8b9
526,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682468.243133: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*>.<*>: <*>::<*>: <*>[<*>],64f6f3c3
527,Jul,3,15:15:13,calvisitor-10-105-160-237,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,Bluetooth -- LE is supported - Disable LE meta event,c86dfdd9
528,Jul,3,15:15:31,calvisitor-10-105-160-237,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> <*>=<*> ""<*> <*> not set"" UserInfo={<*>=<*> <*> <*> <*>}",ca08da51
529,Jul,3,15:15:34,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33518,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,dnssd_clientstub <*>: <*>(<*>)-> <*> of tries: <*>,a7887fb1
530,Jul,3,15:28:51,calvisitor-10-105-160-237,com.apple.WebKit.WebContent,32778,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec.","FigByteStream<<<< <*> >>>> <*>: read of <*> <*> <*> @ <*> <*> <*>.<*> to. complete <*>, <*> <*> >= <*> ",eca19309
531,Jul,3,15:28:56,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <*> <*> = <*>,ec5371e3
532,Jul,3,15:42:36,calvisitor-10-105-160-237,sandboxd,129,[33523],com.apple.Addres(33523) deny network-outbound /private/var/run/mDNSResponder,<*>(<*>) <*> network-outbound <*>,e1536298
533,Jul,3,15:42:59,calvisitor-10-105-160-237,kernel,0,,ARPT: 682634.998705: wl0: setup_keepalive: Remote IP: 17.249.28.93,ARPT: <*>.<*>: <*>: <*>: <*> <*>: <*>,ebbc1530
534,Jul,3,15:46:27,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,016decae
535,Jul,3,15:46:27,authorMacBook-Pro,kernel,0,,ARPT: 682638.445688: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,ARPT: <*>.<*>: <*>::<*>: <*> Wake - Full Wake/ Dark Wake / Maintenance <*>,3b13c8b9
536,Jul,3,15:46:28,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,NETClientConnection-[effectiveBundleID using] process name apsd as bundle ID this (is expected for daemons without <*> <*> ,8c927106
537,Jul,3,15:46:29,authorMacBook-Pro,UserEventAgent,43,,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),Captive: [CNInfoNetworkActive:<*>] en0: <*> '<*>' <*> interface primary (cache indicates network not captive),cad73c36
538,Jul,3,15:46:31,calvisitor-10-105-160-237,configd,53,,network changed: v4(en0:10.105.160.237) v6(en0!:2607:f140:6000:8:f1dc:a608:863:19ad) DNS Proxy SMB,network changed: v4(en0:<*>) v6(en0!:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>) <*> <*> <*>,252c8ff2
539,Jul,3,15:47:12,calvisitor-10-105-160-237,corecaptured,33533,,Received Capture Event,Received Capture Event,3f143fab
540,Jul,3,15:47:13,calvisitor-10-105-160-237,corecaptured,33533,,"CCFile::captureLog Received Capture notice id: 1499122032.492037, reason = AuthFail:sts:5_rsn:0","CCFile::<*> <*> <*> <*> <*>: <*>.<*>, reason = AuthFail:sts:5_rsn:<*>",b758ad57
541,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter::<*> <*> out any previous subscriptions,be5f8344
542,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun(<*>) <*> <*>::<*>,6645629c
543,Jul,3,15:47:15,calvisitor-10-105-160-237,corecaptured,33533,,"CCFile::copyFile fileName is [2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_15,47,15.349129]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_15,47,15.246620]-AirPortBrcm4360_Logs-007.txt","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> path:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]=<*>:<*>:<*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",e69731ac
544,Jul,3,15:53:05,calvisitor-10-105-160-237,kernel,0,,en0: channel changed to 1,en0: channel changed to <*>,86f9b3d4
545,Jul,3,15:53:38,calvisitor-10-105-160-237,kernel,0,,Sandbox: com.apple.Addres(33540) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: <*>(<*>) <*>(<*>) <*>-<*> <*>,d8666fb2
546,Jul,3,15:53:49,calvisitor-10-105-160-237,corecaptured,33533,,"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: OneStats","CCLogTap::<*>, <*>: <*>, <*>: <*>",8304996e
547,Jul,3,16:05:45,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4321 bytes @ 48 took 0.607292 sec. to complete, 7 reads >= 0.5 sec.","FigByteStream<<<< <*> >>>> <*>: read of <*> <*> <*> @ <*> <*> <*>.<*> to. complete <*>, <*> <*> >= <*>.<*> ",52913b17
548,Jul,3,16:05:45,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,__73-[<*> <*>:<*>:<*>:<*>:]<*> <*> <*> <*> <*>,331d4de9
549,Jul,3,16:05:49,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,AppleCamIn::<*>,9dd06d41
550,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt, Current File [2017-07-03_16,05,51.031703]-AirPortBrcm4360_Logs-003.txt","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
551,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt, Current File [2017-07-03_16,05,51.075268]-AirPortBrcm4360_Logs-005.txt","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
552,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng, Current File [2017-07-03_16,05,51.177343]-io80211Family-003.pcapng","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
553,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun(<*>) <*> <*>::<*>,6645629c
554,Jul,3,16:05:51,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,CCFile::<*>,8c25cbdf
555,Jul,3,16:06:19,calvisitor-10-105-160-237,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt, Current File [2017-07-03_16,06,19.893324]-AirPortBrcm4360_Logs-008.txt","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
556,Jul,3,16:07:32,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,016decae
557,Jul,3,16:07:33,authorMacBook-Pro,configd,53,,network changed: v6(en0-:2607:f140:6000:8:d8d1:d506:6046:43e4) DNS- Proxy-,network changed: v6(en0-:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>) <*>- <*>-,88c0e1ee
558,Jul,3,16:07:33,authorMacBook-Pro,kernel,0,,ARPT: 682827.873728: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,ARPT: <*>.<*>: <*> <*> <*> <*> <*> <*>/<*>: <*> <*> <*>(<*>-<*>) <*> <*> <*> <*>,1901040a
559,Jul,3,16:07:33,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,33.914349]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,06,19.861073]-CCIOReporter-008.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> path:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]=<*>:<*>:<*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",e69731ac
560,Jul,3,16:07:33,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt, Current File [2017-07-03_16,07,33.934533]-AirPortBrcm4360_Logs-009.txt","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
561,Jul,3,16:07:39,authorMacBook-Pro,kernel,0,,ARPT: 682833.053879: framerdy 0x0 bmccmd 3 framecnt 1024,ARPT: <*>.<*>: <*> <*> <*> <*> <*> <*>,5ccfb1f9
562,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.094895]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,07,38.954579]-io80211Family-016.pcapng","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> path:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]=<*>:<*>:<*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",e69731ac
563,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,CCIOReporterFormatter::<*> <*> <*>,0d41a3a4
564,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,39.171995]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,39.096792]-CCIOReporter-017.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> path:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]=<*>:<*>:<*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",e69731ac
565,Jul,3,16:07:39,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun(<*>) <*> <*>::<*>,6645629c
566,Jul,3,16:07:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,CCFile::<*>,8c25cbdf
567,Jul,3,16:07:40,authorMacBook-Pro,kernel,0,,ARPT: 682834.192587: wlc_dump_aggfifo:,ARPT: <*>.<*>: <*>:,e119e8d4
568,Jul,3,16:07:40,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,07,40.650186]-CCIOReporter-027.xml, Current File [2017-07-03_16,07,40.650186]-CCIOReporter-027.xml","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
569,Jul,3,16:07:46,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,CCFile::<*>,8c25cbdf
570,Jul,3,16:07:46,authorMacBook-Pro,kernel,0,,ARPT: 682840.256116: AQM agg results 0x8001 len hi/lo: 0x0 0x30 BAbitmap(0-3) 0 0 0 0,ARPT: <*>.<*>: <*> <*> <*> <*> <*> <*>/<*>: <*> <*> <*>(<*>-<*>) <*> <*> <*> <*>,1901040a
571,Jul,3,16:07:46,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,07,46.298508]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-03_16,07,46.105103]-CCIOReporter-032.xml","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> path:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]=<*>:<*>:<*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",e69731ac
572,Jul,3,16:07:48,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,nw_nat64_post_new_ifstate successfully changed <*> <*> <*> <*> to <*>,6d65a091
573,Jul,3,16:08:13,calvisitor-10-105-160-237,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager::<*>(<*>) <*> AWDL, enterQuietMode(true)",c901c35e
574,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,Wake reason: ?,Wake reason: ?,01e7355d
575,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,AppleThunderboltGenericHAL::<*> - <*> - took <*> <*>,e0c33827
576,Jul,3,16:25:21,calvisitor-10-105-160-237,kernel,0,,AirPort: Link Up on awdl0,AirPort: Link Up on awdl0,79153624
577,Jul,3,16:25:21,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed <*> <*> <*> <*> to <*>,6d65a091
578,Jul,3,16:25:27,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml, Current File [2017-07-03_16,25,27.859687]-CCIOReporter-038.xml","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
579,Jul,3,16:25:45,authorMacBook-Pro,com.apple.WebKit.WebContent,25654,,[16:25:45.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,<*>[<*>:<*>:<*>.<*>] <<<< <*> >>>> <*>: [<*>] <*> <*> <*> <*> ,21119832
580,Jul,3,16:25:54,authorMacBook-Pro,sandboxd,129,[33562],com.apple.Addres(33562) deny network-outbound /private/var/run/mDNSResponder,<*>(<*>) <*> network-outbound <*>,e1536298
581,Jul,3,16:27:03,authorMacBook-Pro,kernel,0,,ARPT: 682969.397322: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],ARPT: <*>.<*>: <*>::<*>: <*>[<*>],64f6f3c3
582,Jul,3,16:27:03,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,nw_nat64_post_new_ifstate successfully changed <*> <*> <*> <*> to <*>,6d65a091
583,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_16,27,05.123034]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-03_16,27,04.995982]-io80211Family-040.pcapng","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> path:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]=<*>:<*>:<*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",e69731ac
584,Jul,3,16:27:05,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter::<*> <*> out any previous subscriptions,be5f8344
585,Jul,3,16:27:08,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,AppleCamIn::<*>,9dd06d41
586,Jul,3,16:27:09,authorMacBook-Pro,kernel,0,,ARPT: 682977.654133: wlc_dump_aggfifo:,ARPT: <*>.<*>: <*>:,e119e8d4
587,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"CCFile::copyFile fileName is [2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-03_16,27,10.162319]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-03_16,27,09.910337]-AirPortBrcm4360_Logs-047.txt","CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> path:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]=<*>:<*>:<*>:<*>[<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",e69731ac
588,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml","doSaveChannels@<*>: <*> <*> to: <*>[<*>-<*>-<*>,<*>,<*>.<*>] - <*>:<*>:<*>:<*>.<*>",12038bc3
589,Jul,3,16:27:11,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Authenticated,Captive: CNPluginHandler en0: <*>,832283b9
590,Jul,3,16:27:47,calvisitor-10-105-160-184,locationd,82,,Location icon should now be in state 'Inactive',Location icon should now be in state 'Inactive',ec6b9b15
591,Jul,3,16:28:34,calvisitor-10-105-160-184,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::<*> - <*> = <*>,2ae4e34c
592,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable,tcp_connection_destination_perform_socket_connect <*> <*> to <*>@<*> failed: [<*>] Network is unreachable,a3386579
593,Jul,3,16:28:34,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 21158 failed: 3 - No network route,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - <*> <*> route,7c724972
594,Jul,3,16:28:35,authorMacBook-Pro,corecaptured,33544,,Received Capture Event,Received Capture Event,3f143fab
595,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt, Current File [2017-07-03_16,28,40.259618]-AirPortBrcm4360_Logs-055.txt","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
596,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun(<*>) <*> <*>::<*>,6645629c
597,Jul,3,16:28:40,authorMacBook-Pro,corecaptured,33544,,CCFile::captureLog,CCFile::<*>,8c25cbdf
598,Jul,3,16:28:40,authorMacBook-Pro,kernel,0,,ARPT: 683047.197539: framerdy 0x0 bmccmd 3 framecnt 1024,ARPT: <*>.<*>: <*> <*> <*> <*> <*> <*>,5ccfb1f9
599,Jul,3,16:28:55,calvisitor-10-105-160-184,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure state: <*> <*> <*> state: <*>,d730fb11
600,Jul,3,16:28:56,calvisitor-10-105-160-184,QQ,10018,,button report: 0x8002bdf,button <*>: <*>,1c76a58f
601,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml, Current File [2017-07-03_16,29,09.137954]-CCIOReporter-062.xml","CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>, <*> <*> [<*>-<*>-<*>,<*>,<*>.<*>]-<*>-<*>.<*>",3101304d
602,Jul,3,16:29:09,calvisitor-10-105-160-184,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,CCIOReporterFormatter::<*> <*> out any previous subscriptions,be5f8344
603,Jul,3,16:29:30,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,92121a91
604,Jul,3,16:35:52,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Evaluating,Captive: CNPluginHandler en0: <*>,832283b9
605,Jul,3,16:35:54,calvisitor-10-105-160-184,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! NeteaseMusic.17988 tc9008 103.251.128.144:80,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke <*> - <*> <*> <*>! <*>.<*> <*> <*>,12fc3081
606,Jul,3,16:36:40,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager::<*> <*> the AWDL operation mode <*> AUTO to SUSPENDED,e3ce8797
