LineId,Time,Component,Pid,Content,EventTemplate,EventId
354,20171223-22:17:22:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7060##548555##8661##16256##27285968,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
355,20171223-22:17:22:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
356,20171223-22:17:22:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127953,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
357,20171223-22:17:22:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
358,20171223-22:17:22:170,Step_StandReportReceiver,30002312,REPORT : 7062 5042 151268 240,REPORT : <*> <*> <*> <*>,5cdf7db4
359,20171223-22:17:22:348,Step_LSC,30002312,onStandStepChanged 3636,onStandStepChanged <*>,93067dc4
360,20171223-22:17:22:363,Step_LSC,30002312,onExtend:1514038643000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
361,20171223-22:17:22:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7062##548556##8661##16256##27286470,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
362,20171223-22:17:22:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
363,20171223-22:17:22:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127996,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
364,20171223-22:17:22:665,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
365,20171223-22:17:22:665,Step_StandReportReceiver,30002312,REPORT : 7064 5043 151310 240,REPORT : <*> <*> <*> <*>,5cdf7db4
366,20171223-22:17:22:849,Step_LSC,30002312,onStandStepChanged 3638,onStandStepChanged <*>,93067dc4
367,20171223-22:17:22:859,Step_LSC,30002312,onExtend:1514038643000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
368,20171223-22:17:23:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7064##548557##8661##16256##27286970,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
369,20171223-22:17:23:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
370,20171223-22:17:23:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128039,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
371,20171223-22:17:23:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
372,20171223-22:17:23:165,Step_StandReportReceiver,30002312,REPORT : 7066 5045 151353 240,REPORT : <*> <*> <*> <*>,5cdf7db4
373,20171223-22:17:23:348,Step_LSC,30002312,onStandStepChanged 3640,onStandStepChanged <*>,93067dc4
374,20171223-22:17:23:358,Step_LSC,30002312,onExtend:1514038644000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
375,20171223-22:17:23:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7066##548558##8661##16256##27287469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
376,20171223-22:17:23:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
377,20171223-22:17:23:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128081,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
378,20171223-22:17:23:667,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
379,20171223-22:17:23:668,Step_StandReportReceiver,30002312,REPORT : 7068 5046 151396 240,REPORT : <*> <*> <*> <*>,5cdf7db4
380,20171223-22:17:23:851,Step_LSC,30002312,onStandStepChanged 3642,onStandStepChanged <*>,93067dc4
381,20171223-22:17:23:861,Step_LSC,30002312,onExtend:1514038644000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
382,20171223-22:17:24:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7068##548559##8661##16256##27287972,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
383,20171223-22:17:24:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
384,20171223-22:17:24:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128124,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
385,20171223-22:17:24:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
386,20171223-22:17:24:167,Step_StandReportReceiver,30002312,REPORT : 7070 5047 151439 240,REPORT : <*> <*> <*> <*>,5cdf7db4
387,20171223-22:17:24:348,Step_LSC,30002312,onStandStepChanged 3643,onStandStepChanged <*>,93067dc4
388,20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,onExtend:<*> <*> <*> <*>,959a0db3
389,20171223-22:17:24:654,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
390,20171223-22:17:24:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
391,20171223-22:17:24:664,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128146,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
392,20171223-22:17:24:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
393,20171223-22:17:24:668,Step_StandReportReceiver,30002312,REPORT : 7071 5048 151460 240,REPORT : <*> <*> <*> <*>,5cdf7db4
394,20171223-22:17:24:848,Step_LSC,30002312,onStandStepChanged 3646,onStandStepChanged <*>,93067dc4
395,20171223-22:17:24:860,Step_LSC,30002312,onExtend:1514038645000 3 0 4,onExtend:<*> <*> <*> <*>,959a0db3
396,20171223-22:17:25:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
397,20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
398,20171223-22:17:25:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
399,20171223-22:17:25:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
400,20171223-22:17:25:163,Step_StandReportReceiver,30002312,REPORT : 7074 5050 151525 240,REPORT : <*> <*> <*> <*>,5cdf7db4
401,20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,onStandStepChanged <*>,93067dc4
402,20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,onExtend:<*> <*> <*> <*>,959a0db3
403,20171223-22:17:28:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
404,20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
405,20171223-22:17:28:166,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
406,20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
407,20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,onStandStepChanged <*>,93067dc4
408,20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,onExtend:<*> <*> <*> <*>,959a0db3
409,20171223-22:17:45:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
410,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
411,20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
412,20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
413,20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,REPORT : <*> <*> <*> <*>,5cdf7db4
414,20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,onStandStepChanged <*>,93067dc4
415,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
416,20171223-22:17:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
417,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
418,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
419,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
420,20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,REPORT : <*> <*> <*> <*>,5cdf7db4
421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,onStandStepChanged <*>,93067dc4
422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
423,20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,REPORT : <*> <*> <*> <*>,5cdf7db4
428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,onStandStepChanged <*>,93067dc4
429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,REPORT : <*> <*> <*> <*>,5cdf7db4
435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,onStandStepChanged <*>,93067dc4
436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,REPORT : <*> <*> <*> <*>,5cdf7db4
442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,onStandStepChanged <*>,93067dc4
443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,onExtend:<*> <*> <*> <*>,959a0db3
444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,REPORT : <*> <*> <*> <*>,5cdf7db4
449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,onStandStepChanged <*>,93067dc4
450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,REPORT : <*> <*> <*> <*>,5cdf7db4
456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,onStandStepChanged <*>,93067dc4
457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,REPORT : <*> <*> <*> <*>,5cdf7db4
463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,onStandStepChanged <*>,93067dc4
464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,REPORT : <*> <*> <*> <*>,5cdf7db4
470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,onStandStepChanged <*>,93067dc4
471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,REPORT : <*> <*> <*> <*>,5cdf7db4
477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,onStandStepChanged <*>,93067dc4
478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,REPORT : <*> <*> <*> <*>,5cdf7db4
484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,onStandStepChanged <*>,93067dc4
485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,onExtend:<*> <*> <*> <*>,959a0db3
486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,REPORT : <*> <*> <*> <*>,5cdf7db4
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,onStandStepChanged <*>,93067dc4
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,REPORT : <*> <*> <*> <*>,5cdf7db4
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,onStandStepChanged <*>,93067dc4
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,REPORT : <*> <*> <*> <*>,5cdf7db4
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,onStandStepChanged <*>,93067dc4
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,onExtend:<*> <*> <*> <*>,959a0db3
507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,REPORT : <*> <*> <*> <*>,5cdf7db4
512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,onStandStepChanged <*>,93067dc4
513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,onExtend:<*> <*> <*> <*>,959a0db3
514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,REPORT : <*> <*> <*> <*>,5cdf7db4
519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,onStandStepChanged <*>,93067dc4
520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,onExtend:<*> <*> <*> <*>,959a0db3
521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0da1d5d7
522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>,bb249f67
523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,calculateCaloriesWithCache totalCalories=<*>,ec91e8ec
524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache <*>=<*>,b823261f
525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,REPORT : <*> <*> <*> <*>,5cdf7db4
526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,onStandStepChanged <*>,93067dc4
