LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['079', '054', '1632']"
428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,93067dc4,onStandStepChanged <*>,"['3', '6', '5', '3']"
429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403866700', '2 0 4']"
430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7079##548566##8661##16256##27310473']"
431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,NONE,NONE,[]
432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '3', '6', '0']"
433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['081', '055', '1675']"
435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,93067dc4,onStandStepChanged <*>,"['3', '6', '5', '5']"
436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403866700', '2 0 4']"
437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7081##548567##8661##16256##27310970']"
438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,NONE,NONE,[]
439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '4', '0', '3']"
440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['083', '057', '1717']"
442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,93067dc4,onStandStepChanged <*>,"['3', '6', '5', '6']"
443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403866800', '1 0 4']"
444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7083##548568##8661##16256##27311472']"
445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,NONE,NONE,[]
446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '4', '2', '4']"
447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['084', '057', '1739']"
449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,93067dc4,onStandStepChanged <*>,"['3', '6', '5', '8']"
450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403866800', '2 0 4']"
451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7084##548569##8661##16256##27311970']"
452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,NONE,NONE,[]
453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '4', '6', '7']"
454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['086', '059', '1782']"
456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,93067dc4,onStandStepChanged <*>,"['3', '6', '6', '0']"
457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403866900', '2 0 4']"
458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7086##548570##8661##16256##27312467']"
459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,NONE,NONE,[]
460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '5', '1', '0']"
461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['088', '060', '1824']"
463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,93067dc4,onStandStepChanged <*>,"['3', '6', '6', '2']"
464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403866900', '2 0 4']"
465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7088##548571##8661##16256##27312967']"
466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,NONE,NONE,[]
467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '5', '5', '3']"
468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['090', '062', '1867']"
470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,93067dc4,onStandStepChanged <*>,"['3', '6', '6', '4']"
471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867000', '2 0 4']"
472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7090##548572##8661##16256##27313468']"
473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,NONE,NONE,[]
474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '5', '9', '5']"
475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['092', '063', '1910']"
477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,93067dc4,onStandStepChanged <*>,"['3', '6', '6', '6']"
478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867000', '2 0 4']"
479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7092##548573##8661##16256##27313974']"
480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,NONE,NONE,[]
481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '6', '3', '8']"
482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['094', '065', '1953']"
484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,93067dc4,onStandStepChanged <*>,"['3', '6', '6', '7']"
485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867100', '1 0 4']"
486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7094##548574##8661##16256##27314468']"
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,NONE,NONE,[]
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '6', '6', '0']"
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['095', '065', '1974']"
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,93067dc4,onStandStepChanged <*>,"['3', '6', '6', '9']"
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867100', '2 0 4']"
493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7095##548575##8661##16256##27314968']"
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,NONE,NONE,[]
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '7', '0', '3']"
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['097', '067', '2017']"
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '1']"
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867200', '2 0 4']"
500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7097##548576##8661##16256##27315469']"
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,NONE,NONE,[]
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '7', '4', '5']"
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['099', '068', '2060']"
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '3']"
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867200', '2 0 4']"
507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7099##548577##8661##16256##27315983']"
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,NONE,NONE,[]
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '7', '8', '8']"
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['101', '070', '2103']"
512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '4']"
513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867300', '1 0 4']"
514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7101##548578##8661##16256##27316470']"
515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,NONE,NONE,[]
516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '8', '1', '0']"
517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['102', '070', '2124']"
519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '5']"
520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867400', '1 0 4']"
521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7102##548579##8661##16256##27317468']"
522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,NONE,NONE,[]
523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '8', '3', '1']"
524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['103', '071', '2146']"
526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '6']"
527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867500', '1 0 4']"
528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7103##548580##8661##16256##27318472']"
529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,NONE,NONE,[]
530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '8', '5', '3']"
531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['104', '072', '2167']"
533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '7']"
534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867600', '1 0 4']"
535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7104##548581##8661##16256##27319473']"
536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,NONE,NONE,[]
537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '8', '7', '4']"
538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['105', '072', '2189']"
540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '8']"
541,20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867700', '1 0 4']"
542,20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7105##548582##8661##16256##27319968']"
543,20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,NONE,NONE,[]
544,20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '8', '9', '5']"
545,20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
546,20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['106', '073', '2210']"
547,20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,93067dc4,onStandStepChanged <*>,"['3', '6', '7', '9']"
548,20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:151403867800', '1 0 4']"
549,20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038560000##7106##548583##8661##16256##27320969']"
550,20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,NONE,NONE,[]
551,20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '9', '1', '7']"
